Shipment_ID,Country,City,Warehouse,Transport_Mode,Distance_km,Delivery_Time_days,Expected_Delivery_days,Delay_days,Shipping_Cost,Order_Value,Order_Date,Delivery_Date
SHP-100225,Kenya,Mombasa,WH-West-1,Sea,1071,3,2,1,1191.17,581.15,2024-05-27,2024-05-30
SHP-100226,Kenya,Kisumu,WH-West-1,Truck,1035,3,2,1,804.13,4143.86,2023-11-18,2023-11-21
SHP-100227,Uganda,Kampala,WH-West-1,Truck,1355,4,3,1,730.36,3617.67,2024-08-01,2024-08-05
SHP-100228,Tanzania,Arusha,WH-East-1,Rail,804,2,2,0,740.42,3180.46,2023-09-04,2023-09-06
SHP-100229,Tanzania,Arusha,WH-West-1,Truck,771,2,1,1,386.28,3445.65,2023-08-16,2023-08-18
SHP-100230,Uganda,Entebbe,WH-East-1,Truck,714,2,1,1,445.12,3285.83,2024-04-30,2024-05-02
SHP-100231,Tanzania,Arusha,WH-Central-1,Truck,710,1,1,0,816.96,4381.78,2024-06-20,2024-06-21
SHP-100232,Nigeria,Abuja,WH-East-1,Air,1153,2,2,0,563.58,2345.87,2023-11-19,2023-11-21
SHP-100233,Ethiopia,Dire Dawa,WH-West-1,Truck,1659,5,4,1,810.55,2228.23,2023-01-30,2023-02-04
SHP-100234,Ethiopia,Dire Dawa,WH-West-1,Truck,1032,3,2,1,1035.27,4063.55,2023-01-13,2023-01-16
SHP-100235,Nigeria,Lagos,WH-East-2,Truck,796,2,1,1,390.09,3577.69,2024-01-14,2024-01-16
SHP-100236,Kenya,Mombasa,WH-West-1,Rail,810,2,2,0,516.61,1639.61,2024-06-04,2024-06-06
SHP-100237,Uganda,Kampala,WH-East-1,Sea,253,2,1,1,138.71,579.05,2023-06-17,2023-06-19
SHP-100238,Ethiopia,Addis Ababa,WH-East-2,Truck,928,3,2,1,1023.75,2944.51,2023-12-29,2024-01-01
SHP-100239,Rwanda,Musanze,WH-West-1,Truck,1100,2,2,0,969.69,4484.11,2023-11-07,2023-11-09
SHP-100240,Nigeria,Lagos,WH-West-1,Sea,1544,4,3,1,746.34,2045.65,2023-12-08,2023-12-12
SHP-100241,Cameroon,Douala,WH-West-1,Sea,259,2,1,1,208.5,3243.7,2023-02-19,2023-02-21
SHP-100242,Tanzania,Dodoma,WH-Central-1,Truck,603,1,1,0,709.87,1790.47,2023-12-04,2023-12-05
SHP-100243,Uganda,Gulu,WH-East-2,Truck,623,2,1,1,506.66,226.43,2023-01-06,2023-01-08
SHP-100244,Kenya,Mombasa,WH-East-2,Sea,776,1,1,0,888.83,2105.67,2023-03-02,2023-03-03
SHP-100245,Ethiopia,Mekelle,WH-East-2,Rail,946,3,2,1,1040.01,2569.02,2024-05-06,2024-05-09
SHP-100246,Tanzania,Arusha,WH-Central-1,Sea,616,2,1,1,545.98,1684.99,2024-07-30,2024-08-01
SHP-100247,Ethiopia,Dire Dawa,WH-East-1,Truck,1103,3,2,1,779.9,2389.94,2023-09-16,2023-09-19
SHP-100248,Tanzania,Dodoma,WH-West-1,Rail,815,3,2,1,940.01,3409.15,2024-04-20,2024-04-23
SHP-100249,Uganda,Entebbe,WH-West-1,Truck,639,2,1,1,702.23,3675.07,2023-03-26,2023-03-28
SHP-100250,Ethiopia,Mekelle,WH-West-1,Truck,442,2,1,1,380.9,409.95,2023-03-28,2023-03-30
SHP-100251,Tanzania,Dar es Salaam,WH-East-2,Truck,147,1,1,0,158.24,3523.97,2023-10-28,2023-10-29
SHP-100252,Kenya,Mombasa,WH-East-1,Truck,422,2,1,1,446.45,4316.3,2024-10-03,2024-10-05
SHP-100253,Uganda,Entebbe,WH-West-1,Truck,799,1,1,0,703.81,3586.81,2024-04-26,2024-04-27
SHP-100254,Cameroon,Bafoussam,WH-East-2,Truck,463,1,1,0,242.41,322.15,2024-03-28,2024-03-29
SHP-100255,Rwanda,Kigali,WH-Central-1,Rail,1211,3,3,0,785.91,3450.18,2024-02-29,2024-03-03
SHP-100256,Nigeria,Abuja,WH-East-1,Truck,406,1,1,0,320.12,332.18,2023-12-20,2023-12-21
SHP-100257,Uganda,Kampala,WH-East-2,Truck,1069,3,2,1,447.57,3829.83,2023-11-17,2023-11-20
SHP-100258,Cameroon,Douala,WH-East-1,Truck,1124,3,2,1,1334.42,1584.35,2024-11-03,2024-11-06
SHP-100259,Tanzania,Arusha,WH-West-1,Truck,1047,2,2,0,547.91,2857.82,2024-01-15,2024-01-17
SHP-100260,Nigeria,Abuja,WH-West-1,Sea,1155,2,2,0,515.27,1843.75,2023-07-09,2023-07-11
SHP-100261,Cameroon,Bafoussam,WH-West-1,Rail,651,2,1,1,332.89,2331.41,2024-03-14,2024-03-16
SHP-100262,Rwanda,Musanze,WH-East-1,Truck,50,2,1,1,35.81,389.41,2023-11-29,2023-12-01
SHP-100263,Cameroon,Yaounde,WH-East-2,Air,1098,2,2,0,1203.38,827.13,2024-07-07,2024-07-09
SHP-100264,Uganda,Kampala,WH-East-1,Truck,1007,2,2,0,792.23,4345.03,2024-02-17,2024-02-19
SHP-100265,Cameroon,Yaounde,WH-East-1,Truck,888,2,2,0,629.8,2654.12,2023-12-11,2023-12-13
SHP-100266,Nigeria,Lagos,WH-Central-1,Truck,1322,4,3,1,1135.36,4789.03,2023-05-21,2023-05-25
SHP-100267,Uganda,Kampala,WH-East-2,Truck,1158,3,2,1,936.06,3207.64,2024-10-10,2024-10-13
SHP-100268,Ethiopia,Mekelle,WH-East-2,Truck,892,2,2,0,570.45,1921.83,2024-07-17,2024-07-19
SHP-100269,Rwanda,Musanze,WH-West-1,Truck,1062,2,2,0,436.96,3741.77,2024-08-06,2024-08-08
SHP-100270,Kenya,Mombasa,WH-East-2,Truck,643,2,1,1,692.34,3145.3,2023-03-04,2023-03-06
SHP-100271,Cameroon,Yaounde,WH-West-1,Truck,1183,2,2,0,535.67,1874.34,2023-03-19,2023-03-21
SHP-100272,Rwanda,Huye,WH-Central-1,Air,142,1,1,0,62.51,549.93,2023-10-10,2023-10-11
SHP-100273,Kenya,Nairobi,WH-West-1,Sea,1275,4,3,1,1457.81,2144.49,2024-09-26,2024-09-30
SHP-100274,Ethiopia,Dire Dawa,WH-West-1,Air,794,1,1,0,544.88,3309.52,2023-03-28,2023-03-29
SHP-100275,Uganda,Gulu,WH-East-2,Sea,1010,2,2,0,908.83,544.52,2024-04-22,2024-04-24
SHP-100276,Nigeria,Abuja,WH-East-1,Truck,1222,3,3,0,628.48,3921.66,2023-07-09,2023-07-12
SHP-100277,Ethiopia,Dire Dawa,WH-Central-1,Sea,2003,5,5,0,888.26,3793.5,2023-08-11,2023-08-16
SHP-100278,Tanzania,Dar es Salaam,WH-West-1,Truck,900,3,2,1,587.71,689.08,2023-09-10,2023-09-13
SHP-100279,Ethiopia,Mekelle,WH-East-1,Sea,553,2,1,1,615.76,2282.32,2024-09-28,2024-09-30
SHP-100280,Cameroon,Yaounde,WH-Central-1,Air,1056,2,2,0,956.91,3578.51,2023-01-04,2023-01-06
SHP-100281,Kenya,Kisumu,WH-Central-1,Truck,846,3,2,1,853.47,4763.71,2024-05-06,2024-05-09
SHP-100282,Kenya,Kisumu,WH-Central-1,Air,652,1,1,0,759.87,2601.93,2023-10-30,2023-10-31
SHP-100283,Cameroon,Bafoussam,WH-East-2,Truck,719,1,1,0,317.71,3884.32,2023-10-19,2023-10-20
SHP-100284,Cameroon,Bafoussam,WH-East-1,Truck,1030,3,2,1,589.77,3453.5,2024-03-01,2024-03-04
SHP-100285,Uganda,Kampala,WH-Central-1,Air,869,2,2,0,567.02,3295.2,2023-10-04,2023-10-06
SHP-100286,Rwanda,Huye,WH-Central-1,Air,539,1,1,0,263.68,2676.14,2023-07-07,2023-07-08
SHP-100287,Kenya,Nairobi,WH-East-2,Air,834,2,2,0,603.34,2748.5,2024-02-21,2024-02-23
SHP-100288,Tanzania,Dodoma,WH-Central-1,Rail,892,3,2,1,909.12,3910.02,2023-12-31,2024-01-03
SHP-100289,Tanzania,Arusha,WH-Central-1,Air,1345,3,3,0,1095.33,1870.86,2023-09-18,2023-09-21
SHP-100290,Tanzania,Dar es Salaam,WH-West-1,Sea,965,3,2,1,693.26,1654.0,2023-02-15,2023-02-18
SHP-100291,Kenya,Nairobi,WH-West-1,Sea,1495,4,3,1,1164.68,477.65,2024-11-01,2024-11-05
SHP-100292,Nigeria,Kano,WH-Central-1,Truck,908,3,2,1,815.32,3950.34,2024-02-09,2024-02-12
SHP-100293,Uganda,Kampala,WH-Central-1,Truck,772,2,1,1,725.14,1447.54,2023-08-30,2023-09-01
SHP-100294,Uganda,Gulu,WH-Central-1,Truck,806,3,2,1,417.38,237.64,2024-03-17,2024-03-20
SHP-100295,Nigeria,Kano,WH-Central-1,Truck,960,2,2,0,569.77,2602.9,2024-04-20,2024-04-22
SHP-100296,Kenya,Mombasa,WH-East-1,Truck,823,2,2,0,358.1,995.6,2023-11-08,2023-11-10
SHP-100297,Ethiopia,Dire Dawa,WH-East-2,Truck,1513,4,3,1,919.35,2297.58,2024-02-20,2024-02-24
SHP-100298,Cameroon,Yaounde,WH-Central-1,Truck,975,2,2,0,761.98,3647.99,2023-06-23,2023-06-25
SHP-100299,Rwanda,Kigali,WH-East-1,Sea,1095,2,2,0,1113.95,2594.7,2023-01-09,2023-01-11
SHP-100300,Tanzania,Arusha,WH-East-1,Truck,399,2,1,1,296.44,340.01,2023-12-03,2023-12-05
SHP-100301,Ethiopia,Addis Ababa,WH-West-1,Truck,1006,2,2,0,1142.44,4967.62,2023-02-01,2023-02-03
SHP-100302,Cameroon,Bafoussam,WH-West-1,Truck,640,2,1,1,659.23,1404.81,2024-01-30,2024-02-01
SHP-100303,Cameroon,Douala,WH-West-1,Air,1303,3,3,0,1478.37,688.66,2023-12-21,2023-12-24
SHP-100304,Nigeria,Abuja,WH-West-1,Sea,737,3,1,2,599.45,3842.13,2023-07-17,2023-07-20
SHP-100305,Tanzania,Dar es Salaam,WH-Central-1,Truck,274,2,1,1,214.01,2588.19,2023-05-24,2023-05-26
SHP-100306,Uganda,Kampala,WH-Central-1,Truck,399,2,1,1,418.43,4211.96,2023-08-21,2023-08-23
SHP-100307,Cameroon,Yaounde,WH-Central-1,Truck,979,3,2,1,1077.59,2787.65,2023-07-17,2023-07-20
SHP-100308,Tanzania,Dar es Salaam,WH-East-1,Sea,698,2,1,1,822.57,1285.4,2023-08-01,2023-08-03
SHP-100309,Nigeria,Abuja,WH-East-1,Air,913,2,2,0,984.89,2228.62,2023-08-01,2023-08-03
SHP-100310,Cameroon,Bafoussam,WH-East-1,Truck,1377,3,3,0,1439.45,4927.32,2024-06-11,2024-06-14
SHP-100311,Tanzania,Dar es Salaam,WH-East-2,Air,799,1,1,0,667.64,3604.74,2023-04-28,2023-04-29
SHP-100312,Kenya,Nairobi,WH-East-2,Truck,1067,4,2,2,1074.69,692.08,2023-12-26,2023-12-30
SHP-100313,Nigeria,Lagos,WH-Central-1,Air,500,1,1,0,384.69,4620.77,2024-05-01,2024-05-02
SHP-100314,Nigeria,Kano,WH-East-1,Truck,1166,3,2,1,779.46,4896.92,2024-08-22,2024-08-25
SHP-100315,Kenya,Nairobi,WH-Central-1,Air,459,1,1,0,365.83,2026.49,2023-04-25,2023-04-26
SHP-100316,Rwanda,Musanze,WH-East-1,Truck,1178,3,2,1,1135.47,4122.22,2024-01-18,2024-01-21
SHP-100317,Tanzania,Dar es Salaam,WH-Central-1,Truck,757,3,1,2,787.28,2852.99,2023-10-05,2023-10-08
SHP-100318,Tanzania,Dar es Salaam,WH-East-2,Air,708,1,1,0,425.07,3199.4,2024-02-05,2024-02-06
SHP-100319,Ethiopia,Addis Ababa,WH-East-1,Truck,1146,3,2,1,781.99,3182.2,2023-08-22,2023-08-25
SHP-100320,Nigeria,Abuja,WH-East-1,Truck,648,3,1,2,288.53,1994.82,2024-10-23,2024-10-26
SHP-100321,Kenya,Kisumu,WH-East-1,Air,1394,3,3,0,1024.13,3804.51,2023-03-12,2023-03-15
SHP-100322,Nigeria,Kano,WH-Central-1,Truck,514,1,1,0,279.35,4859.25,2023-03-21,2023-03-22
SHP-100323,Rwanda,Kigali,WH-West-1,Rail,596,1,1,0,403.62,2108.54,2023-07-04,2023-07-05
SHP-100324,Uganda,Entebbe,WH-East-1,Truck,866,2,2,0,764.6,569.5,2023-02-22,2023-02-24
SHP-100325,Uganda,Kampala,WH-East-1,Truck,927,3,2,1,833.3,3312.82,2023-07-07,2023-07-10
SHP-100326,Kenya,Nairobi,WH-East-2,Truck,1224,3,3,0,1074.84,4357.26,2024-10-24,2024-10-27
SHP-100327,Cameroon,Bafoussam,WH-Central-1,Truck,532,2,1,1,502.26,2159.13,2023-01-11,2023-01-13
SHP-100328,Ethiopia,Mekelle,WH-Central-1,Truck,287,2,1,1,158.09,3427.81,2024-11-14,2024-11-16
SHP-100329,Ethiopia,Dire Dawa,WH-East-1,Air,766,1,1,0,572.37,1441.82,2023-11-01,2023-11-02
SHP-100330,Rwanda,Musanze,WH-East-2,Truck,1599,5,3,2,894.51,4411.86,2024-06-01,2024-06-06
SHP-100331,Kenya,Mombasa,WH-Central-1,Rail,1005,3,2,1,889.81,3429.78,2023-02-26,2023-03-01
SHP-100332,Uganda,Gulu,WH-East-1,Truck,1099,3,2,1,1092.74,3742.0,2024-01-01,2024-01-04
SHP-100333,Tanzania,Dodoma,WH-Central-1,Truck,404,2,1,1,335.59,1490.5,2023-09-15,2023-09-17
SHP-100334,Kenya,Kisumu,WH-West-1,Truck,1021,3,2,1,984.62,2252.49,2023-11-06,2023-11-09
SHP-100335,Nigeria,Lagos,WH-East-1,Truck,1177,3,2,1,491.43,1645.02,2023-12-18,2023-12-21
SHP-100336,Cameroon,Bafoussam,WH-Central-1,Rail,894,3,2,1,471.67,970.22,2023-02-19,2023-02-22
SHP-100337,Ethiopia,Addis Ababa,WH-Central-1,Air,1225,3,3,0,1161.43,730.07,2023-07-22,2023-07-25
SHP-100338,Uganda,Gulu,WH-West-1,Rail,465,2,1,1,494.22,3988.61,2023-08-04,2023-08-06
SHP-100339,Cameroon,Douala,WH-Central-1,Truck,371,1,1,0,408.49,692.33,2023-10-02,2023-10-03
SHP-100340,Tanzania,Dar es Salaam,WH-East-2,Truck,970,4,2,2,1054.4,3792.11,2023-11-04,2023-11-08
SHP-100341,Uganda,Kampala,WH-East-1,Truck,1093,2,2,0,1043.99,1302.07,2023-03-24,2023-03-26
SHP-100342,Ethiopia,Dire Dawa,WH-East-1,Air,1290,3,3,0,624.72,1267.33,2023-12-30,2024-01-02
SHP-100343,Ethiopia,Addis Ababa,WH-West-1,Rail,396,1,1,0,232.6,1253.86,2024-11-02,2024-11-03
SHP-100344,Nigeria,Kano,WH-East-1,Truck,1308,5,3,2,1257.93,1024.13,2023-12-17,2023-12-22
SHP-100345,Cameroon,Bafoussam,WH-Central-1,Truck,1055,3,2,1,519.39,3107.06,2023-03-24,2023-03-27
SHP-100346,Tanzania,Dodoma,WH-Central-1,Sea,541,3,1,2,304.83,2637.46,2023-10-21,2023-10-24
SHP-100347,Tanzania,Dar es Salaam,WH-East-2,Rail,806,4,2,2,766.43,1415.71,2023-01-07,2023-01-11
SHP-100348,Ethiopia,Mekelle,WH-West-1,Truck,1012,4,2,2,674.91,3999.48,2023-11-12,2023-11-16
SHP-100349,Cameroon,Bafoussam,WH-East-1,Truck,1389,4,3,1,639.72,2061.57,2024-07-16,2024-07-20
SHP-100350,Ethiopia,Addis Ababa,WH-West-1,Truck,882,3,2,1,617.73,4058.31,2023-10-31,2023-11-03
SHP-100351,Tanzania,Dar es Salaam,WH-Central-1,Truck,984,2,2,0,447.69,1973.96,2023-11-21,2023-11-23
SHP-100352,Tanzania,Dodoma,WH-East-1,Rail,1258,3,3,0,1312.84,3909.49,2024-01-19,2024-01-22
SHP-100353,Kenya,Nairobi,WH-East-1,Air,897,2,2,0,730.52,873.56,2024-04-14,2024-04-16
SHP-100354,Tanzania,Arusha,WH-West-1,Truck,1461,4,3,1,1645.94,3841.83,2024-02-23,2024-02-27
SHP-100355,Uganda,Gulu,WH-Central-1,Truck,1085,3,2,1,569.82,2474.82,2024-05-16,2024-05-19
SHP-100356,Ethiopia,Addis Ababa,WH-Central-1,Truck,560,1,1,0,630.71,2633.89,2023-05-12,2023-05-13
SHP-100357,Tanzania,Dodoma,WH-West-1,Truck,337,2,1,1,312.6,4021.96,2023-07-10,2023-07-12
SHP-100358,Tanzania,Dar es Salaam,WH-East-2,Truck,463,2,1,1,255.92,3534.28,2023-06-03,2023-06-05
SHP-100359,Ethiopia,Addis Ababa,WH-East-1,Truck,541,1,1,0,553.13,3852.09,2023-05-12,2023-05-13
SHP-100360,Kenya,Nairobi,WH-Central-1,Truck,1004,2,2,0,432.91,3400.87,2023-08-15,2023-08-17
SHP-100361,Rwanda,Kigali,WH-West-1,Air,274,1,1,0,236.01,522.83,2023-03-08,2023-03-09
SHP-100362,Kenya,Nairobi,WH-West-1,Truck,1202,4,3,1,1234.44,2917.67,2023-08-07,2023-08-11
SHP-100363,Kenya,Kisumu,WH-Central-1,Truck,846,2,2,0,364.75,4218.17,2024-03-09,2024-03-11
SHP-100364,Nigeria,Kano,WH-East-1,Truck,1704,5,4,1,1713.17,2323.01,2024-05-10,2024-05-15
SHP-100365,Uganda,Kampala,WH-Central-1,Truck,909,2,2,0,1039.27,1841.15,2024-01-05,2024-01-07
SHP-100366,Ethiopia,Dire Dawa,WH-West-1,Truck,1150,3,2,1,1083.33,1990.99,2024-10-21,2024-10-24
SHP-100367,Uganda,Kampala,WH-Central-1,Truck,697,2,1,1,640.48,1521.38,2023-04-20,2023-04-22
SHP-100368,Ethiopia,Dire Dawa,WH-Central-1,Truck,1392,5,3,2,1489.29,1014.7,2023-01-14,2023-01-19
SHP-100369,Nigeria,Lagos,WH-East-2,Truck,687,2,1,1,716.02,4812.42,2024-01-11,2024-01-13
SHP-100370,Uganda,Entebbe,WH-East-1,Truck,50,2,1,1,43.33,3045.63,2023-09-06,2023-09-08
SHP-100371,Tanzania,Dodoma,WH-Central-1,Truck,818,2,2,0,904.98,3363.42,2023-05-28,2023-05-30
SHP-100372,Nigeria,Lagos,WH-East-1,Truck,1151,2,2,0,1356.69,2432.05,2024-08-16,2024-08-18
SHP-100373,Rwanda,Musanze,WH-East-2,Sea,1228,4,3,1,1412.66,608.5,2023-09-27,2023-10-01
SHP-100374,Tanzania,Arusha,WH-East-2,Truck,829,2,2,0,976.94,3844.6,2024-11-08,2024-11-10
SHP-100375,Kenya,Mombasa,WH-East-2,Truck,803,2,2,0,513.52,1316.03,2023-04-01,2023-04-03
SHP-100376,Kenya,Kisumu,WH-East-1,Truck,592,1,1,0,306.38,1844.7,2024-08-28,2024-08-29
SHP-100377,Nigeria,Kano,WH-West-1,Truck,677,1,1,0,345.08,2987.36,2023-12-20,2023-12-21
SHP-100378,Ethiopia,Mekelle,WH-West-1,Air,1039,2,2,0,670.33,4147.43,2023-02-09,2023-02-11
SHP-100379,Ethiopia,Mekelle,WH-Central-1,Rail,566,2,1,1,528.51,3929.84,2024-08-26,2024-08-28
SHP-100380,Cameroon,Yaounde,WH-East-2,Truck,1057,2,2,0,1049.93,2564.33,2023-12-05,2023-12-07
SHP-100381,Uganda,Gulu,WH-Central-1,Air,337,1,1,0,223.29,2379.15,2024-06-17,2024-06-18
SHP-100382,Ethiopia,Addis Ababa,WH-Central-1,Truck,802,3,2,1,468.26,2852.78,2023-09-18,2023-09-21
SHP-100383,Tanzania,Arusha,WH-West-1,Truck,836,2,2,0,520.76,1249.81,2023-05-08,2023-05-10
SHP-100384,Tanzania,Arusha,WH-East-1,Truck,680,2,1,1,471.86,617.68,2024-01-25,2024-01-27
SHP-100385,Nigeria,Lagos,WH-West-1,Truck,694,2,1,1,400.02,1247.4,2024-09-03,2024-09-05
SHP-100386,Ethiopia,Mekelle,WH-East-1,Truck,564,1,1,0,432.4,1885.85,2023-03-07,2023-03-08
SHP-100387,Nigeria,Kano,WH-East-2,Truck,1083,3,2,1,1220.27,2446.73,2023-11-23,2023-11-26
SHP-100388,Uganda,Entebbe,WH-East-2,Sea,657,2,1,1,697.76,1019.4,2023-01-22,2023-01-24
SHP-100389,Uganda,Kampala,WH-Central-1,Sea,1455,4,3,1,1641.95,2647.3,2023-12-17,2023-12-21
SHP-100390,Rwanda,Musanze,WH-East-2,Truck,66,3,1,2,38.94,438.15,2024-05-22,2024-05-25
SHP-100391,Cameroon,Yaounde,WH-West-1,Truck,730,2,1,1,513.77,4046.94,2023-10-02,2023-10-04
SHP-100392,Ethiopia,Addis Ababa,WH-Central-1,Truck,685,2,1,1,783.17,2059.15,2023-02-16,2023-02-18
SHP-100393,Tanzania,Arusha,WH-West-1,Air,1639,4,4,0,695.07,4815.16,2024-04-12,2024-04-16
SHP-100394,Cameroon,Bafoussam,WH-East-1,Air,853,3,2,1,987.54,4447.3,2024-06-01,2024-06-04
SHP-100395,Cameroon,Yaounde,WH-East-1,Truck,717,1,1,0,643.97,4952.52,2023-08-07,2023-08-08
SHP-100396,Ethiopia,Mekelle,WH-West-1,Truck,658,2,1,1,755.64,1091.52,2023-09-18,2023-09-20
SHP-100397,Cameroon,Bafoussam,WH-East-2,Truck,713,1,1,0,571.27,1383.96,2023-11-26,2023-11-27
SHP-100398,Ethiopia,Mekelle,WH-East-2,Sea,1382,3,3,0,997.7,4446.02,2024-09-18,2024-09-21
SHP-100399,Tanzania,Dodoma,WH-West-1,Truck,1598,4,3,1,882.88,1086.24,2023-08-28,2023-09-01
SHP-100400,Cameroon,Douala,WH-Central-1,Truck,1389,4,3,1,1103.22,1639.72,2024-02-22,2024-02-26
SHP-100401,Cameroon,Yaounde,WH-East-2,Air,1008,2,2,0,1130.91,1851.0,2024-05-28,2024-05-30
SHP-100402,Nigeria,Kano,WH-East-1,Truck,1117,3,2,1,803.81,1768.61,2023-01-08,2023-01-11
SHP-100403,Uganda,Entebbe,WH-Central-1,Truck,1015,3,2,1,782.75,769.8,2024-11-17,2024-11-20
SHP-100404,Tanzania,Dar es Salaam,WH-East-2,Truck,1506,4,3,1,810.26,2926.28,2023-07-27,2023-07-31
SHP-100405,Nigeria,Abuja,WH-East-2,Truck,930,3,2,1,411.26,3521.65,2023-11-17,2023-11-20
SHP-100406,Kenya,Nairobi,WH-East-1,Truck,1122,2,2,0,1185.46,2491.28,2023-09-03,2023-09-05
SHP-100407,Nigeria,Lagos,WH-East-1,Air,711,1,1,0,332.57,2440.13,2023-12-04,2023-12-05
SHP-100408,Nigeria,Kano,WH-East-2,Truck,719,2,1,1,551.69,1655.77,2024-10-14,2024-10-16
SHP-100409,Kenya,Nairobi,WH-East-2,Rail,1361,3,3,0,988.36,973.85,2024-04-04,2024-04-07
SHP-100410,Nigeria,Kano,WH-East-2,Air,923,2,2,0,821.69,4704.71,2024-04-08,2024-04-10
SHP-100411,Rwanda,Huye,WH-Central-1,Air,817,2,2,0,871.67,4110.42,2024-03-04,2024-03-06
SHP-100412,Kenya,Mombasa,WH-Central-1,Air,351,1,1,0,325.21,536.52,2023-10-04,2023-10-05
SHP-100413,Nigeria,Abuja,WH-East-2,Truck,557,1,1,0,614.63,2873.79,2023-06-11,2023-06-12
SHP-100414,Tanzania,Arusha,WH-East-2,Truck,1601,5,4,1,1604.07,2750.21,2024-04-19,2024-04-24
SHP-100415,Ethiopia,Dire Dawa,WH-West-1,Air,1581,3,3,0,1685.89,2793.42,2024-08-14,2024-08-17
SHP-100416,Nigeria,Abuja,WH-West-1,Sea,113,2,1,1,91.67,1680.65,2024-02-06,2024-02-08
SHP-100417,Nigeria,Lagos,WH-East-2,Rail,1387,4,3,1,938.51,3421.25,2024-07-17,2024-07-21
SHP-100418,Rwanda,Musanze,WH-West-1,Rail,848,3,2,1,805.97,777.86,2024-10-18,2024-10-21
SHP-100419,Ethiopia,Addis Ababa,WH-East-1,Truck,1328,4,3,1,1111.76,2202.53,2023-04-23,2023-04-27
SHP-100420,Nigeria,Lagos,WH-Central-1,Truck,779,1,1,0,374.07,279.64,2024-04-08,2024-04-09
SHP-100421,Ethiopia,Addis Ababa,WH-West-1,Truck,597,1,1,0,653.55,4647.03,2023-10-21,2023-10-22
SHP-100422,Kenya,Mombasa,WH-Central-1,Sea,136,2,1,1,118.41,2108.89,2024-11-12,2024-11-14
SHP-100423,Uganda,Kampala,WH-West-1,Truck,884,2,2,0,993.08,1998.67,2024-01-20,2024-01-22
SHP-100424,Kenya,Mombasa,WH-East-1,Truck,860,2,2,0,906.31,4665.91,2023-03-08,2023-03-10
SHP-100425,Rwanda,Huye,WH-East-1,Rail,615,2,1,1,271.24,2564.17,2023-11-06,2023-11-08
SHP-100426,Cameroon,Yaounde,WH-East-2,Truck,484,1,1,0,487.93,938.72,2023-04-15,2023-04-16
SHP-100427,Tanzania,Arusha,WH-East-2,Air,1025,2,2,0,456.48,366.43,2023-10-02,2023-10-04
SHP-100428,Uganda,Gulu,WH-East-1,Sea,521,1,1,0,379.83,1354.55,2024-04-15,2024-04-16
SHP-100429,Rwanda,Huye,WH-East-2,Rail,599,1,1,0,314.51,3742.16,2023-09-10,2023-09-11
SHP-100430,Ethiopia,Mekelle,WH-West-1,Truck,421,2,1,1,325.92,3173.07,2023-10-15,2023-10-17
SHP-100431,Tanzania,Dar es Salaam,WH-Central-1,Truck,1184,2,2,0,664.49,4685.28,2024-04-27,2024-04-29
SHP-100432,Kenya,Mombasa,WH-West-1,Truck,988,3,2,1,1079.34,693.64,2023-03-30,2023-04-02
SHP-100433,Nigeria,Abuja,WH-East-1,Truck,1232,3,3,0,1087.26,3476.16,2024-02-07,2024-02-10
SHP-100434,Ethiopia,Addis Ababa,WH-East-2,Truck,237,1,1,0,213.36,3785.98,2023-06-03,2023-06-04
SHP-100435,Rwanda,Musanze,WH-Central-1,Truck,1202,4,3,1,1373.99,1793.46,2023-11-22,2023-11-26
SHP-100436,Uganda,Kampala,WH-East-1,Truck,471,3,1,2,552.13,442.0,2024-09-15,2024-09-18
SHP-100437,Tanzania,Dar es Salaam,WH-East-1,Truck,398,3,1,2,187.82,3084.38,2023-08-27,2023-08-30
SHP-100438,Uganda,Kampala,WH-West-1,Sea,830,3,2,1,795.36,4521.27,2024-07-08,2024-07-11
SHP-100439,Tanzania,Dodoma,WH-East-1,Truck,156,2,1,1,62.54,1505.38,2023-06-02,2023-06-04
SHP-100440,Rwanda,Huye,WH-East-2,Air,1374,3,3,0,1280.63,2871.58,2023-08-28,2023-08-31
SHP-100441,Cameroon,Douala,WH-Central-1,Truck,1369,3,3,0,1401.66,767.45,2023-01-01,2023-01-04
SHP-100442,Tanzania,Dodoma,WH-Central-1,Rail,533,2,1,1,432.57,608.27,2024-01-20,2024-01-22
SHP-100443,Kenya,Kisumu,WH-West-1,Sea,1121,3,2,1,533.56,1711.61,2023-03-09,2023-03-12
SHP-100444,Uganda,Entebbe,WH-East-2,Rail,1467,4,3,1,1059.41,3428.03,2024-04-22,2024-04-26
SHP-100445,Rwanda,Musanze,WH-West-1,Truck,469,1,1,0,404.65,3528.43,2024-05-05,2024-05-06
SHP-100446,Kenya,Nairobi,WH-East-2,Rail,1112,2,2,0,467.65,1565.8,2023-11-07,2023-11-09
SHP-100447,Tanzania,Arusha,WH-West-1,Sea,1079,3,2,1,1263.28,718.61,2023-12-01,2023-12-04
SHP-100448,Ethiopia,Dire Dawa,WH-Central-1,Truck,1348,5,3,2,1226.98,4136.32,2023-01-30,2023-02-04
SHP-100449,Cameroon,Douala,WH-Central-1,Truck,1003,4,2,2,893.58,4510.09,2024-07-20,2024-07-24
SHP-100450,Nigeria,Lagos,WH-Central-1,Truck,1535,4,3,1,1475.73,2871.03,2023-09-09,2023-09-13
